uid	Statement Number	Evaluation Block	Statement	Submitter	Source	Target	Generated Question	Rel_1	Rel_2	Rel_3	Relevance	QT_1	QT_2	QT_3	Question Type	Cor_1	Cor_2	Cor_3	Correctness	Amb_1	Amb_2	Amb_3	Ambiguity	Var_1	Var_2	Var_3	Variety
744	69	238	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	a	Yahoo! Answers	what	Considered 13 an unlucky day especially by sailors so when Friday was long and what did Friday coincide it was think to? 	2	2	1	1.67	1	1	1	1.00	4	4	4	4.00	2	1	1	1.33	2	1	1	1.33
745	69	239	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	b	Yahoo! Answers	which	Friday was long considered an unlucky day, especially by which servicemen? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	3	3	3	3.00
746	69	239	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	b	Yahoo! Answers	what	What was friday long considered, especially by sailors? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
747	69	239	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	b	Yahoo! Answers	what	What was long considered an unlucky day, especially by sailors? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
748	69	240	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	c	Yahoo! Answers	which	which day was long considered an unlucky day , especially by sailors , so when 13 and Friday coincide it was thought to be a double dose of bad luck ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
749	69	240	Friday was long considered an unlucky day, especially by sailors, so when 13 and Friday coincide it was thought to be a double dose of bad luck.	c	Yahoo! Answers	which	Friday was long considered which day , especially by sailors , so when 13 and Friday coincide it was thought to be a double dose of bad luck ? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
750	70	241	A UFO is an Unidentified Flying Object, and therefore by definition... Unidentified	a	Yahoo! Answers	what	What is a Unidentified Flying Object? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33
751	70	241	A UFO is an Unidentified Flying Object, and therefore by definition... Unidentified	a	Yahoo! Answers	what	What is a UFO? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33
752	70	242	A UFO is an Unidentified Flying Object, and therefore by definition... Unidentified	b	Yahoo! Answers	what	What is an Unidentified Flying Object? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
753	70	242	A UFO is an Unidentified Flying Object, and therefore by definition... Unidentified	b	Yahoo! Answers	what	What is a UFO? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
754	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	yes/no	In Philosopher's and Sorcerers stone, information on Dean Thomas was left in the US version but not the British? 	1	1	1	1.00	1	1	2	1.33	1	1	2	1.33	1	1	3	1.67	3	3	3	3.00
755	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	yes/no	In Philosopher's and Sorcerers stone, information about Dean Thomasses was left in the US version but not the British? 	1	1	1	1.00	1	1	2	1.33	3	3	3	3.00	1	1	1	1.00	3	3	3	3.00
756	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	who	In Philosopher's and Sorcerers stone, information on who was left in the US version but not the British? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
757	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	who	Who is Dean Thomas? 	1	2	2	1.67	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
758	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	what	What was left in the US version but not the British? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
759	71	243	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	a	Yahoo! Answers	what	Left in the US version but not the British was in what place information on Dean Thomas? 	1	1	1	1.00	1	1	1	1.00	4	4	4	4.00	2	2	2	2.00	1	1	1	1.00
760	71	244	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	b	Yahoo! Answers	what	Unidentified in what, information on Dean Thomas was left in the US version, but not the British? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	1	1	1	1.00
761	71	244	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	b	Yahoo! Answers	what	Unidentified In Philosopher 's /Sorcerers Stone, what was left in the US version, but not the British? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	1	1	1	1.00
762	71	245	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	c	Yahoo! Answers	who	who was left in the US version , but not the British ? 	2	1	1	1.33	1	1	1	1.00	2	1	1	1.33	2	2	2	2.00	3	3	3	3.00
763	71	245	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	c	Yahoo! Answers	yes/no	Was the British information on Dean Thomas was left in the US version ? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	2	2	2	2.00
764	71	245	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	c	Yahoo! Answers	yes/no	Was information on Dean Thomas left in the US version ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00
765	71	246	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	d	Yahoo! Answers	yes/no	Is Stone, information was left in the US version, but not the British? 	2	2	2	2.00	1	1	1	1.00	3	4	4	3.67	2	2	2	2.00	1	2	2	1.67
766	71	246	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	d	Yahoo! Answers	yes/no	Is Stone, information was left? 	3	3	4	3.33	1	1	1	1.00	4	4	4	4.00	3	2	2	2.33	1	2	2	1.67
767	71	246	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	d	Yahoo! Answers	what	What country Stone, information was left? 	3	3	4	3.33	1	1	1	1.00	4	4	4	4.00	3	2	2	2.33	3	2	2	2.33
768	71	246	In Philosopher's/Sorcerers Stone, information on Dean Thomas was left in the US version, but not the British.	d	Yahoo! Answers	what	What nationality Stone, information was left? 	3	3	4	3.33	1	1	1	1.00	4	4	4	4.00	3	2	2	2.33	3	2	2	2.33
769	72	247	For the sake of historical accracy, let me state that it is useful to talk of slavery everywhere, rather than black slavery in the United States.	a	Yahoo! Answers	why	Why for the sake of historical accracy let me state it is useful to talk of slavery everywhere rather than black slavery in the United States? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	2	2	2	2.00
770	72	247	For the sake of historical accracy, let me state that it is useful to talk of slavery everywhere, rather than black slavery in the United States.	a	Yahoo! Answers	why	Why for the sake of historical accracy. to talk of slavery everywhere rather than black slavery in the United States let me state it is useful? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	2	2	2	2.00
771	72	248	For the sake of historical accracy, let me state that it is useful to talk of slavery everywhere, rather than black slavery in the United States.	c	Yahoo! Answers	why	Why rather than black slavery in the United States ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	3	3	3	3.00
772	73	249	BMW does mean Bavarian Motor Works.	a	Yahoo! Answers	what	What does mean Bavarian Motor works? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	1	1	1	1.00	1	1	1	1.00
773	73	249	BMW does mean Bavarian Motor Works.	a	Yahoo! Answers	what	What does BMW mean? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
774	73	250	BMW does mean Bavarian Motor Works.	b	Yahoo! Answers	what	What does mean Bavarian Motor Works? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
775	73	250	BMW does mean Bavarian Motor Works.	b	Yahoo! Answers	what	What does bmw mean? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
776	73	251	BMW does mean Bavarian Motor Works.	c	Yahoo! Answers	what	What mean Bavarian Motor Works ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	3	3	3	3.00
777	74	252	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	a	Yahoo! Answers	who	The Rising Sun owned by who is up for sale? 	1	1	1	1.00	1	1	1	1.00	2	1	2	1.67	1	1	1	1.00	1	1	1	1.00
778	74	252	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	a	Yahoo! Answers	who	Who is Larry Ellison? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
779	74	252	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	a	Yahoo! Answers	what	What owned by Larry Ellison is up for sale? 	1	1	1	1.00	1	1	1	1.00	2	2	1	1.67	1	1	1	1.00	1	1	1	1.00
780	74	252	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	a	Yahoo! Answers	what	What is the Rising Sun owned by Larry Ellison up for? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	1	1	1	1.00
781	74	253	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	b	Yahoo! Answers	who	"The "" Rising Sun "" owned by whom is up for sale? "	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	1	3	2.33
782	74	253	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	b	Yahoo! Answers	what	What owned by Larry Ellison is up for sale? 	1	1	1	1.00	1	1	1	1.00	1	2	1	1.33	1	1	1	1.00	3	1	3	2.33
783	74	254	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	c	Yahoo! Answers	who	who owned The `` Rising Sun '' ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	3	3	3	3.00
784	74	254	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	c	Yahoo! Answers	what	What owned the Rising Sun ? 	2	2	3	2.33	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	3	3	3	3.00
785	74	255	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	d	Yahoo! Answers	who	Who own The Rising Sun? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	2	2	2.00
786	74	255	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	d	Yahoo! Answers	who	The Rising Sun owned by whom? 	1	1	1	1.00	1	1	1	1.00	1	3	3	2.33	1	2	2	1.67	2	2	2	2.00
787	74	255	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	d	Yahoo! Answers	what	What company is up for sale? 	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00
788	74	255	"The ""Rising Sun"" owned by Larry Ellison is up for sale."	d	Yahoo! Answers	what	What is up for sale? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00
789	75	256	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	a	Yahoo! Answers	why	Why do you pour? 	3	1	2	2.00	1	1	1	1.00	4	2	2	2.67	2	3	3	2.67	1	1	1	1.00
790	75	256	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	a	Yahoo! Answers	why	Why because it will crack? 	3	2	3	2.67	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	1	1	1	1.00
791	75	256	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	a	Yahoo! Answers	what	What cracks? 	2	1	1	1.33	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00
792	75	256	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	a	Yahoo! Answers	what	What pours? 	3	1	1	1.67	1	1	1	1.00	2	1	1	1.33	3	3	3	3.00	1	1	1	1.00
793	75	257	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	b	Yahoo! Answers	what	What, cos do you shouldn 't really pour warm or hot water on it 'll crack? 	2	2	2	2.00	1	1	1	1.00	4	4	4	4.00	2	2	2	2.00	3	3	3	3.00
794	75	258	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	c	Yahoo! Answers	why	Why should you n't really pour warm or hot water on cold glass ? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	3	3	3	3.00
795	75	258	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	c	Yahoo! Answers	what	What should pour warm or hot water ? 	2	3	3	2.67	1	1	1	1.00	3	1	3	2.33	2	2	2	2.00	3	3	3	3.00
796	75	259	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	d	Yahoo! Answers	why	why it ll crack? 	3	2	2	2.33	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	2	2	2	2.00
797	75	259	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	d	Yahoo! Answers	why	It ll crack why? 	3	2	2	2.33	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	2	2	2	2.00
798	75	259	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	d	Yahoo! Answers	what	What ll crack on cold glass cos? 	2	2	2	2.00	1	1	1	1.00	4	4	3	3.67	2	3	2	2.33	2	3	2	2.33
799	75	259	You shouldn't really pour warm or hot water on cold glass, cos it'll crack.	d	Yahoo! Answers	what	Ll crack on cold glass cos what? 	3	2	2	2.33	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	2	3	2	2.33
800	76	260	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	a	Yahoo! Answers	where	In the USA , , you get your permit when you are 15 meaning you have to be with a licenced driver in the car over the age where? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	2	1.67	3	3	3	3.00
801	76	260	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	a	Yahoo! Answers	where	In the USA , , you get your permit when you are 15 meaning you have to be with a licenced driver where over the age in the car? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	3	3	3	3.00
802	76	260	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	a	Yahoo! Answers	how many	In the USA , ,, you get your permit when you are how much meaning you have to be with a licenced driver over the age of 25 in the car? 	2	1	1	1.33	2	1	1	1.33	2	3	3	2.67	2	1	1	1.33	2	1	1	1.33
803	76	260	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	a	Yahoo! Answers	how many	How many do you get your permit when you do? 	3	2	3	2.67	1	1	1	1.00	4	4	4	4.00	3	2	2	2.33	2	1	1	1.33
804	76	261	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	c	Yahoo! Answers	where	where you get your permit when you are 15 , meaning you have to be with a licenced driver in the car over the age of ? 	2	2	1	1.67	1	1	1	1.00	3	3	4	3.33	2	1	2	1.67	3	3	3	3.00
805	76	261	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	c	Yahoo! Answers	how many	How many you get your permit when you are ? 	3	3	3	3.00	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	1	1	1	1.00
806	76	261	In the USA, you get your permit when you are 15, meaning you have to be with a licenced driver in the car over the age of 25 I think.	c	Yahoo! Answers	how many	How many I think meaning you have to be with a licenced driver in the car over the age of ? 	3	2	2	2.33	1	1	1	1.00	4	4	4	4.00	3	3	3	3.00	1	1	1	1.00
807	77	262	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	a	Yahoo! Answers	why	Why do women cover shorter urban journeys? 	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00	3	2	1	2.00	3	3	3	3.00
808	77	262	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	a	Yahoo! Answers	why	Why do women cover shorter urban journeys? 	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00	3	2	1	2.00	3	3	3	3.00
809	77	262	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	a	Yahoo! Answers	what	What tend to cover urban shorter journeys and therefore their driving is slower and accidents tend to be relatively minor? 	3	1	1	1.67	1	1	1	1.00	3	3	2	2.67	3	1	1	1.67	1	1	1	1.00
810	77	262	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	a	Yahoo! Answers	what	What do women cover? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
811	77	263	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	b	Yahoo! Answers	what	What tend to cover shorter urban journeys? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
812	77	263	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	b	Yahoo! Answers	what	What do women tend to cover? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
813	77	264	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	c	Yahoo! Answers	why	Why tend accidents to be relatively minor ? 	2	1	1	1.33	1	1	1	1.00	1	3	3	2.33	2	2	2	2.00	3	3	3	3.00
814	77	264	Women tend to cover shorter urban journeys and therefore their driving is slower and accidents tend to be relatively minor.	c	Yahoo! Answers	what	What cover shorter urban journeys ? 	2	1	1	1.33	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	3	3	3	3.00
815	78	265	Plug it in most computers will do an automatic set up.	a	Yahoo! Answers	yes/no	Will it in most omputers do an automatic set up? 	2	1	1	1.33	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	1	1	1	1.00
816	78	265	Plug it in most computers will do an automatic set up.	a	Yahoo! Answers	yes/no	Plug it in most computers will do an automatic set up? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	1	1	1	1.00	1	1	1	1.00
